addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
24648,1218 Trasher Road,,Bendigo,77,3550,\xe6100000010c8b30a5e78c6742c0cb00f8bc230c6240,f90d08df-8243-43ee-9e20-686c2f80b2e6,2011-12-27 00:00:00
24649,3268 Hilltop Dr.,,Esher-Molesey,14,EM15,\xe6100000010c00000000000000000000000000000000,1b79c3f1-5f2c-4706-9262-24dda0f8e3be,2014-03-28 00:00:00
24650,7304 Mt. Palomar Pl.,,Bury,14,PE17,\xe6100000010c962a39f791c24a40d11e8ba86c6202c0,bc0de41f-186f-43d2-9d2d-ed6d23b88b20,2012-07-26 00:00:00
24651,5018 Bloching Circle,,Woodburn,58,97071,\xe6100000010c59ea26a1bf9246408ed209fb67b25ec0,a663e53d-85a2-4af8-80fa-19e3d927eb4d,2014-06-14 00:00:00
24652,4003 Woodcrest Dr,,Gold Coast,64,4217,\xe6100000010c4bd3956226ff3bc04835600c77316340,97429177-11b1-4f57-bcaf-5264100b5477,2011-11-05 00:00:00
24653,22 Fillet Ave.,,Beverly Hills,9,90210,\xe6100000010c7df98febf30f414031cec35563985dc0,b30e9406-3c4e-4061-9869-14ca4969703c,2013-09-13 00:00:00
24654,6045 Holiday Hills Dr.,,San Gabriel,9,91776,\xe6100000010c66692fe13e0941408f0e96dcd9875dc0,cf8377d8-26cf-4ca7-b2b3-29a299b497da,2014-02-06 00:00:00
24655,"434, impasse Ste-Madeleine",,Orleans,131,45000,\xe6100000010c7f3b2654fdf347403c4e6a573189fe3f,9e167d2f-d3fc-488b-82ef-2aee899dbcaf,2013-12-21 10:09:29.423
24656,2668 E. 79th Street,,Renton,79,98055,\xe6100000010c7284cdf748ba47408b5c146abe895ec0,f425faf9-1bb0-495c-a7ea-56391b780a87,2014-03-24 00:00:00
24657,8211 Fremont Street,,Burbank,9,91502,\xe6100000010cbaeffdb54514414018e06798fa895dc0,6e1a81b0-ed4a-42f1-a73f-3b8280964e33,2014-06-16 00:00:00
24658,7581 Alaska Dr.,,Palo Alto,9,94303,\xe6100000010cf89dec590dc04240af80f4c997835ec0,0dbec489-e307-4f86-9a82-a40efc20f1da,2011-12-30 00:00:00
24659,7113 Eastgate Ave.,,Melton,77,3337,\xe6100000010c88aa44b7c2c842c09685a03e320f6240,8b229f1f-dbaa-4075-8fc2-12e04d0a58ba,2011-12-22 00:00:00
24660,2924 Michigan Blvd.,,Matraville,50,2036,\xe6100000010cf15cb3a81df640c066e46991e1ed6240,9efe0abd-cb11-45e1-9925-3c4796d27dcf,2014-03-23 00:00:00
24661,"191, rue de Cambrai",,Courbevoie,178,92400,\xe6100000010c4cbe99995f7748401fe6f339b3080240,811de8ff-602c-4e27-8b47-9ec914d06ef9,2013-12-21 10:09:29.423
24662,2281 West Road,,Hobart,71,7001,\xe6100000010c05a52a8a686745c0e1b35aee456e6240,f4988bc7-3621-432e-b0a0-11836ddb4ad5,2013-07-05 00:00:00
24663,2594 Breaker Dr,,Concord,9,94519,\xe6100000010c3b7ac6fb4af84240f27310ab1c825ec0,82fd6d54-0335-42c2-9b18-88afe1f14afd,2014-02-25 00:00:00
24664,2068 Suzanne Dr.,,Burbank,9,91502,\xe6100000010c0e760dbc5510414056a835dad9965dc0,2b74474d-4611-4262-997e-1130b28ec3a7,2013-10-18 00:00:00
24665,946 Santa Barbara Rd.,,South Melbourne,77,3205,\xe6100000010c264c5b772ee842c0783964ffb81e6240,55a3d0e9-a820-438b-acad-a95400feb316,2013-01-17 00:00:00
24666,145 W. Watson Court,,Lakewood,9,90712,\xe6100000010c982afc7a72ed40405e89cf7850835dc0,fb367ff6-ccc9-4288-b9ae-6848dedf23da,2014-01-18 00:00:00
24667,7223 Cortes,,Seaford,77,3198,\xe6100000010c4815a22fa60f43c03d06bdc5e11f6240,bf74bef0-0856-4a47-bc65-a7e20c3954cc,2012-07-17 00:00:00
24668,KÃÂ¶nigstr 381,,Bonn,53,53131,\xe6100000010cacea6a5adb5f4940586c2661ae6c1c40,39281079-c63f-4ab9-95c6-9dffbcf4c0e9,2013-02-03 00:00:00
24669,8403 Roskelley Drive,,Gold Coast,64,4217,\xe6100000010ca5f843e721fa3bc09525a4f5a0286340,08485a3f-fc24-4d66-9643-b39074628a57,2012-02-14 00:00:00
24670,2841 Macarthur Ave.,,Burien,79,98168,\xe6100000010c881be12308b547406bddc13f7f945ec0,7276fb2f-3674-4c00-b512-4396ada7ca80,2013-12-08 00:00:00
24671,1173 Dale Pl.,,Sydney,50,1002,\xe6100000010c10dd9925e4f240c0ca6dc4bf87e96240,80cc6128-7044-49cc-98bb-fcf33611ca91,2012-11-11 00:00:00
24672,4123 Lakehurst Dr.,,Oak Bay,7,V8P,\xe6100000010c90c9c216282f4840591ed494f2d15ec0,bbae4485-4ed8-4536-a94b-f87bbefdc0e0,2012-11-18 00:00:00
24673,2708 Stephanie Way,,Sunbury,77,3429,\xe6100000010c498c2fddd2c242c0d7cf80d53f116240,437a31c3-f5a4-40bc-a4fd-7db2eb525e5d,2013-03-01 00:00:00
24674,Postfach 66 16 16,,Salzgitter,19,38231,\xe6100000010c00000000000000000000000000000000,18b5c22e-decb-4562-bf83-5c1aa25aacfa,2013-08-06 00:00:00
24675,Winterfeldtstr 3935,,Berlin,70,12311,\xe6100000010c9bdc80437f454a40cde120fa01b32a40,c500f230-d530-4cb0-a4b6-76f1a2c467a6,2014-01-29 00:00:00
24676,7559 W. Buchanan Rd.,,Brisbane,64,4000,\xe6100000010cdfd5c352a77d3bc047fa6cb3a4236340,92da7bc4-9096-4bd7-9721-951b4550da4d,2014-04-18 00:00:00
24677,3522 B Wildbrook Ct.,,Mill Valley,9,94941,\xe6100000010c339cf85125f9424087c5d74381ab5ec0,b3d95078-41f8-4516-a3ad-183c0a4af029,2014-01-05 00:00:00
24678,RoÃÅ¸str 9928,,Hamburg,19,22001,\xe6100000010c00000000000000000000000000000000,d8b0a566-13aa-4a55-b56d-b370dbe05d69,2012-02-26 00:00:00
24679,8125 Westbury Drive,,Beverly Hills,9,90210,\xe6100000010c80079f80921241405b061d3691915dc0,7d341ecf-fe56-4c6d-bef1-2d6cf52845ce,2013-07-18 00:00:00
24680,3967 High Street,,Matraville,50,2036,\xe6100000010c7a2e99234a0241c0b22745507eea6240,7ff7c9c2-90d2-4a70-98c5-8abb881a5650,2014-01-07 00:00:00
24681,1226 Linden Lane,,London,14,W1N 9FA,\xe6100000010c619a928ee5b84940f218aa8b5140c0bf,82ed2256-4ae2-42f9-a502-95c44ec05e73,2013-12-12 00:00:00
24682,7927 Saclan Terr.,,Stoke-on-Trent,14,AS23,\xe6100000010cc4b37be677864a409a6109cb2a6a01c0,f08d4ed0-e281-48a3-add6-702707437759,2014-05-14 00:00:00
24683,2141 Pepperridge Way,,Carson,9,90746,\xe6100000010c471d63372af2404078da0b61a6925dc0,76f23fe4-adb9-4e20-a224-9e13ab41f70a,2014-03-13 00:00:00
24684,1640 Windmill Way,,Downey,9,90241,\xe6100000010c12b28ab545fa4040f56ebcd3b6845dc0,3af5f8fe-2465-44cd-9070-bad46386b022,2013-12-28 00:00:00
24685,2922 Vista Way,,Beverly Hills,9,90210,\xe6100000010cff4ce068a807414001210087ffa25dc0,d53d0af1-c082-43de-8a46-84c0c2003f85,2014-03-03 00:00:00
24686,3177 Dover Way,,Colma,9,94014,\xe6100000010c762c6adebed9424056e2e0c5a9925ec0,caab8a08-1b0d-4ca1-b2d6-c73d969398af,2014-02-10 00:00:00
24687,9605 William Reed Drive,,Warrnambool,77,3280,\xe6100000010cd4811471900243c0d6b0390acad46140,a0360ec7-5f9d-4268-9227-fa846b8e27a1,2013-12-17 00:00:00
24688,492 Pierce Court,,Spring Valley,9,91977,\xe6100000010ce5a609d37b5c4040e59acfa483485dc0,eddc1499-298a-4981-8257-a32d9e4d04f7,2013-07-01 00:00:00
24689,9531 Lancaster,,Geelong,77,3220,\xe6100000010c8f10dc244b1243c0f47e4299b50d6240,5275dc93-cbe7-481b-8edc-43b254283252,2011-10-29 00:00:00
24690,7367 Walters Way,,Esher-Molesey,14,EM15,\xe6100000010c00000000000000000000000000000000,a44557b8-8913-4815-890e-009203a6965e,2014-02-12 00:00:00
24691,Welt Platz 123,,Hamburg,20,20354,\xe6100000010c71be0a13bbcd4a40e6d8dd6a7d002440,3b0bcb2d-cf46-4fe5-80b2-0cc2cdef2186,2014-03-05 00:00:00
24692,5191 Gilly Lane,,Mill Valley,9,94941,\xe6100000010c5d6544de43f54240b1984c16a9a35ec0,fb3ac6cb-b137-46ff-a6cf-3e26e35d3222,2013-12-06 00:00:00
24693,4977 Martin St.,,Haney,7,V2W 1W2,\xe6100000010c856b2c004d944840d60292ebeaab5ec0,461b9554-7a86-408d-9101-6d3699ad2ce5,2014-04-13 00:00:00
24694,3055 Mt. Trinity Ct.,,Newton,7,V2L3W8,\xe6100000010c964066501cf14a40a42739184aa85ec0,83c17887-7160-46d5-a26b-5328f1f2b99f,2013-11-10 00:00:00
24695,"34, rue Philibert-Delorme",,Paris,161,75016,\xe6100000010c7cfe50c78f704840f7bfdac924700240,42abc4d2-f115-4924-9ec3-9e37c0328415,2013-12-21 10:09:29.423
24696,4341 Ceemar Court,,Tacoma,79,98403,\xe6100000010c6a2191ff04a74740ab6ed7599ea65ec0,505a4061-6ca4-447a-a213-58ab8e27cb6c,2014-04-07 00:00:00
24697,Postfach 20 99 99,,Kassel,19,34117,\xe6100000010c5b34c634e7a149401b6990db14012340,a3127622-cdb7-492a-b1fb-e1065edfeb7e,2014-06-06 00:00:00
24698,Rehstr 4242,,Ingolstadt,8,85049,\xe6100000010c50fbf8c067654840177a16c04bac2640,ae502ad8-ac18-4a75-9ba0-13d5350c8ed7,2014-03-28 00:00:00
24699,6163 Craig Drive,,Melbourne,77,3000,\xe6100000010cea53b44a28e442c06a1b1034301a6240,c16424da-eb39-4883-aaa4-75946699369a,2013-04-12 00:00:00
24700,Hans-Rosenthal-Platz 4107,,Bonn,53,53131,\xe6100000010c4efdf8387d5a49408354f29e526a1c40,35d5952e-ccdf-466f-bde0-c43dcea5b813,2013-08-21 00:00:00
24701,5623 Detroit Ave.,,Daly City,9,94015,\xe6100000010c127a03c0c7dd4240f00a2ce70d9b5ec0,5a904e18-3b4d-4f6f-817d-4f2151578347,2013-11-11 00:00:00
24702,6864 Oakleaf Ct.,,Beaverton,58,97005,\xe6100000010ce313a6269ebc46407f09e9598fb25ec0,36e742e2-a592-4216-9913-8d556e1bec8a,2014-03-14 00:00:00
24703,69 Market Pl.,,Westminster,7,V3L 1H4,\xe6100000010cd2082a64f1a24840e35dead002b65ec0,e40e9ee2-0268-43c2-abb1-84e38ee377fa,2013-11-24 00:00:00
24704,2163 Angi Lane,,West Sussex,14,RH15 9UD,\xe6100000010c00000000000000000000000000000000,d9328f2f-602f-47ed-a843-5a8167d70faa,2013-12-25 00:00:00
24705,1565 Esperanea Dr.,,Shawnee,7,V8Z 4N5,\xe6100000010caf98fc56d93f48403a5e8e059ed25ec0,92db991a-130b-4a64-8d3e-82f031edcda7,2013-09-18 00:00:00
24706,"2, place de Brazaville",,Pantin,179,93500,\xe6100000010c4696a14962774840d1991a5eff4b0340,fc2886de-970d-486d-88e1-656ba31e55c9,2013-12-21 10:09:29.423
24707,5023 Stephine Way,,Westminster,7,V3L 1H4,\xe6100000010c73d637303293484063496c712bc45ec0,5c3e528e-d6c8-46f6-b408-07039d8575c4,2013-07-29 00:00:00
24708,9428 Mehaffey Way,,Glendale,9,91203,\xe6100000010cae6bb99aac1941406440ed6c378d5dc0,ac42a21f-3c73-47c2-bf56-c169fbea4e84,2013-10-29 00:00:00
24709,5796 Lightwood Dr.,,Melton,77,3337,\xe6100000010c6d86f2bd89ce42c0f91700bbd2136240,83b64df4-c5b0-4323-bb63-c8b9b1244258,2013-07-14 00:00:00
24710,3382 Arrowwood Circle,,East Brisbane,64,4169,\xe6100000010c46752eee86793bc0d85ff93c731b6340,c032f3e6-659c-40c0-a3f7-174d3d1c54b2,2013-09-23 00:00:00
24711,456 Stanford Way,,National City,9,91950,\xe6100000010c3561f683db574040040135f65b445dc0,7b6165a4-b6c9-4b31-abf1-d644ca5bf12a,2011-11-15 00:00:00
24712,38 Shangri-la Rd.,,East Brisbane,64,4169,\xe6100000010c46752eee86793bc01bc237fb6d1c6340,0aa7fbec-21e5-499d-89b4-ce221959e516,2013-04-20 00:00:00
24713,6385 Mark Twain,,Bendigo,77,3550,\xe6100000010c9be788d5d85a42c031cdc37071026240,88bcdc8d-e66c-45a3-a73c-cb7e5b9104f9,2011-06-21 00:00:00
24714,3111 First Ave.,,Rhodes,50,2138,\xe6100000010cd72a76eb5ce840c0738b960751e26240,8e48e608-f007-4828-a544-39f80d650665,2014-01-09 00:00:00
24715,7376 Redwood Road,,Hobart,71,7001,\xe6100000010c34397165cb6b45c0fbf70fea706b6240,d98d57d0-a741-4c4b-80d6-73d924a5d7f1,2014-04-24 00:00:00
24716,7078 Kenston Dr.,,Sunbury,77,3429,\xe6100000010c1bcc8ceac8c342c0f8bda4daf91a6240,86b25bee-14b7-49ea-bd65-94e09e51d03c,2014-04-16 00:00:00
24717,3685 Pleasant Hill Rd,,East Brisbane,64,4169,\xe6100000010cf13c3461577c3bc0fa90189cf01b6340,74130790-e26a-462d-9a5a-4a7f22c112ef,2013-08-09 00:00:00
24718,1992 La Vista Ave.,,Hobart,71,7001,\xe6100000010c907793e5f46745c061e4b1c893716240,5ff765a9-5b2d-4c59-af3f-734ce1e44bc7,2013-01-22 00:00:00
24719,1506 St. George Court,,Concord,9,94519,\xe6100000010c3b7ac6fb4af842402d738f5a438c5ec0,db8baeb8-d79e-4522-aa64-556b5e179a95,2011-07-19 00:00:00
24720,6772 Geraldine Dr.,,South Melbourne,77,3205,\xe6100000010ce15207f0e5f042c0bc370d43d3236240,2c777012-8e1d-4bb7-9b3d-881700de2cec,2013-11-17 00:00:00
24721,9627 N. Civic Drive,,Runcorn,14,TY31,\xe6100000010c33215c0571b04a40311b153ab3b105c0,f6c083e1-191b-4af6-9c33-265091e5bb2e,2012-05-24 00:00:00
24722,1524 Reva Dr.,,Sunbury,77,3429,\xe6100000010cda4b4705b5c542c04219eed8bb176240,0285e8f0-b3de-471f-b20c-8497323336ae,2014-06-21 00:00:00
24723,6691 Brookview Dr,,Santa Monica,9,90401,\xe6100000010c11ac30d861004140648560ea599a5dc0,a587009c-c241-4632-8206-ff61cc5e4a98,2014-03-12 00:00:00
24724,6478 Fenway,,Bremerton,79,98312,\xe6100000010c8297fad639d04740762305b991a75ec0,13d6cf2a-6251-4606-a952-e2b5dafa7fd8,2013-09-01 00:00:00
24725,4555 Hackney Lane,,Bellingham,79,98225,\xe6100000010c71598489025b48407a253cb8ffa35ec0,cbbe5508-ac67-46fc-92fd-e18bf71e60b0,2013-12-19 00:00:00
24726,962 Gonzalez Court,,Rockhampton,64,4700,\xe6100000010c644b043c4a6637c03d9deb9d41cb6240,1e86ba0d-042f-4417-90bc-1a887a3656bf,2012-07-22 00:00:00
24727,3397 C Olivera Rd,,Sydney,50,1002,\xe6100000010cae2cb7638eee40c0ca6dc4bf87e96240,867b2dee-ab0c-45af-903f-541e6d640311,2012-08-16 00:00:00
24728,4596 West St.,,Caloundra,64,4551,\xe6100000010c09e48c7fbaca3ac0fd9c7c314e2a6340,13d5c437-4e79-4a92-9595-984bbb6f08e1,2013-04-04 00:00:00
24729,9302 Veracruz,,Matraville,50,2036,\xe6100000010c7724f09f1d0041c05bff25765dee6240,1f242a66-58ee-4c99-9677-5ab3c3521516,2014-01-02 00:00:00
24730,5583 Peterson Pl.,,Billericay,14,CM11,\xe6100000010cb927dc6639d94940c4fd8ca54eb5da3f,f9cf5897-2a11-4166-874b-6a2e5c7999e0,2013-11-19 00:00:00
24731,8533 Valley Oak Plaza,,Vancouver,7,V7L 4J4,\xe6100000010c6e9ce3467f9e484059a1bfc67bc65ec0,959086e1-1174-4d66-b824-ab69edd5ad7e,2014-01-14 00:00:00
24732,8978 Kingsford Dr.,,Lavender Bay,50,2060,\xe6100000010c44ea190f48ee40c02952ec4265e96240,e60280d6-f496-40c8-b1da-6ecc82145887,2012-06-29 00:00:00
24733,7118 Elliott Dr.,,Chula Vista,9,91910,\xe6100000010c9c1b78bd604e4040667754e45e405dc0,469af2fa-dc56-4e1f-9ee6-45b2bb401ba2,2013-08-25 00:00:00
24734,8519 Crivello Ave.,,Hobart,71,7001,\xe6100000010cf45a871c376545c061e4b1c893716240,31996df3-2832-462a-9b40-18efa23986ae,2013-10-06 00:00:00
24735,323 Choctaw Court,,Milwaukie,58,97222,\xe6100000010c97b4351edfbc4640ceec68f602a85ec0,f3d24e5d-3a8b-40f8-adb6-fae5752daa12,2014-06-24 00:00:00
24736,2779 Ramsay Circle,,Berkshire,14,RG11 5TP,\xe6100000010c00000000000000000000000000000000,b4e6f60c-d9c7-4113-acbc-531107f7fd0c,2012-12-12 00:00:00
24737,1819 Weston Court,,Berkeley,9,94704,\xe6100000010c67f037e250f64240c3a6a6825a9a5ec0,5b03e08a-5dbd-404b-bdee-a75369f09cfc,2013-05-16 00:00:00
24738,7932 Hope Drive,,San Gabriel,9,91776,\xe6100000010c164955f4f81141408f0e96dcd9875dc0,090285e5-b557-46b5-a7d0-fb1a97d890a2,2013-07-29 00:00:00
24739,9817 Cook Street,,Concord,9,94519,\xe6100000010c237b987ac7f842402d738f5a438c5ec0,b5270136-74e0-4dbc-8483-1788c9a2d3ac,2014-03-29 00:00:00
24740,9682 Concord,,Haney,7,V2W 1W2,\xe6100000010c8135f8cb989a484084e4b60913a45ec0,13e6f126-46c4-4164-872a-0ff9b8bfaad5,2013-12-02 00:00:00
24741,"13, boulevard dÃÂ´Albi",,Roubaix,145,59100,\xe6100000010c15ca44b4515049404bb51795cf790940,157ecc60-0d43-40b6-85bb-810f9819d666,2013-12-21 10:09:29.423
24742,6050 Camino Ricardo,,Burlingame,9,94010,\xe6100000010cc0e49f74e7c54240599bb72a1a8d5ec0,425e565a-3ad8-4ce7-bed1-1d7011d4fc16,2013-12-01 00:00:00
24743,710 Longbrook Way,,Port Orchard,79,98366,\xe6100000010c96b1daab88c347407b60b66c5fa45ec0,4b285a2a-6644-4eea-971d-4580feabd436,2013-07-26 00:00:00
24744,KÃÂ¶nigsteiner StraÃÅ¸e 950,,Dresden,19,01071,\xe6100000010c00000000000000000000000000000000,c0d6a359-b212-47a3-9d39-52317c6d8145,2013-12-28 00:00:00
24745,3086 Indigo Ct,,Sydney,50,1002,\xe6100000010c65bf40ae5ae940c01a89800fb1e46240,dd9ca3a8-d9b3-4ebc-b2c8-f550918fe0bf,2013-07-07 00:00:00
24746,8060 Roslyn Drive,,Melbourne,77,3000,\xe6100000010c66446c7b5aed42c04d4038fd5c1e6240,eeb30a2b-c18a-4f97-ba19-97241f1d4799,2013-11-12 00:00:00
24747,1183 Tono Lane,,Berkshire,14,RG11 5TP,\xe6100000010c00000000000000000000000000000000,ca6ce059-f9d9-41aa-910f-0ddf3aa328b0,2012-08-24 00:00:00
24748,Postfach 11 11 22,,Werne,53,59368,\xe6100000010c1cf8eb6a6cdf4940a4c1b2de74801e40,12b99a77-48fb-4a3c-8385-772ee8548b81,2013-09-15 00:00:00
24749,7332 Blue Jay Drive,,Port Hammond,7,V6B 3P7,\xe6100000010c894fc351b99f48402fa455d115bc5ec0,374a103d-1abb-4355-a952-443d1119293c,2014-02-23 00:00:00
24750,2246 Breaker Dr.,,W. Linn,58,97068,\xe6100000010c2dee37e252ae4640c3eaf577d0a75ec0,65a4e92b-82fe-4129-a3d1-26e391b4bce1,2013-12-10 00:00:00
24751,9353 Creekside Dr.,,Wollongong,50,2500,\xe6100000010c1f3daf90683341c0e49e431134df6240,0db32d6c-33a9-4227-9f58-3dc047534459,2011-07-10 00:00:00
24752,9601 Santa Fe Dr.,,Yakima,79,98901,\xe6100000010cb52d479b25554740666212a4211a5ec0,766cfce9-675f-4df8-bc42-8bfbc1144699,2012-04-28 00:00:00
24753,5370 Adobe Drive,,Cranbourne,77,3977,\xe6100000010ccf441335fd1943c02fdecc67fb236240,9258308d-0982-4be2-84de-2f7df28da232,2014-01-31 00:00:00
24754,5322 Mitchell Canyon Rd.,,Santa Monica,9,90401,\xe6100000010ca2caad91dd0341406e3f1be446aa5dc0,3a8ae0b7-1626-459d-83d9-e792638315f5,2012-12-01 00:00:00
24755,9963 Pacific,,Berks,14,SL4 1RH,\xe6100000010ce62b0d18dcb74940fb1a20672d8ae3bf,bb8a14d9-e5a8-4054-b471-6f025bd8a7ea,2013-12-27 00:00:00
24756,6645 Sinaloa,,Findon,66,5023,\xe6100000010c42efcf8fa47941c069344bcc7a566140,b1e0e1ec-9aab-4a34-97db-bde0d8495472,2011-08-09 00:00:00
24757,744 Ohara Avenue,,San Gabriel,9,91776,\xe6100000010cdac27182bc0c41404b15ec6412845dc0,9ced8c5b-dff1-4307-b64f-335809e50914,2012-04-21 00:00:00
24758,3440 Concord Ct.,,Corvallis,58,97330,\xe6100000010c7f150782fd57464065d5de174bd65ec0,1c11e3cf-4ba9-4985-9116-5dd76a27bc26,2012-01-06 00:00:00
24759,Kulmer StraÃÅ¸e 22,,Grevenbroich,8,41485,\xe6100000010c00000000000000000000000000000000,88646800-65a4-46d2-9cd1-a093ea7084fd,2013-09-22 00:00:00
24760,498 Willow Pass Rd,,Hawthorne,64,4171,\xe6100000010c755f5e32e16b3bc017ceb706311c6340,1ec75a6d-1a3f-4bba-8a18-fdcc754f5ee7,2014-01-09 00:00:00
24761,7370 Rolling Green Circle,,Colma,9,94014,\xe6100000010c3213be6d07d24240278c4a26e1915ec0,ec334e7d-c9bd-418c-aa13-cb9db81526a9,2014-05-05 00:00:00
24762,4722 Carrick Ct.,,Newton,7,V2L3W8,\xe6100000010c1fdf9e79c5fa4a404ec3ed8293a35ec0,a19ee390-bd49-4b83-8e1e-cba7a4a2012c,2014-02-10 00:00:00
24763,378 Milburn Dr,,Seaford,77,3198,\xe6100000010cef95eb0a231043c0cceb0012c7276240,a620fb9f-aa32-4361-bb9f-b7f45c081300,2013-07-23 00:00:00
24764,6556 Gilly Lane,,Seaford,77,3198,\xe6100000010cff17c89c991143c00493a22b50276240,3e11ea44-18b7-4185-b965-6a3e0d64f331,2012-09-16 00:00:00
24765,Rykestr 8295,,Frankfurt,19,60323,\xe6100000010cafbb93cce50f49408bc9b08c66542140,60189bc0-b2ef-4cd7-b43f-b84ceccca88f,2013-12-22 00:00:00
24766,9167 Jennifer Way,,Beverly Hills,9,90210,\xe6100000010c6ceb8056550d4140fa7e3f52a1975dc0,d6621271-2fcb-42dd-9f33-db0cd200b6ef,2014-06-04 00:00:00
24767,Carlsplatz 41,,Stuttgart,70,70452,\xe6100000010c00000000000000000000000000000000,c83e29d8-5acf-464c-9d10-e855917c0b3e,2013-07-23 00:00:00
24768,663 Contra Loma Blvd.,,Beverly Hills,9,90210,\xe6100000010c58cf622c1808414083a4253d15935dc0,3a044d84-84b6-4fe0-94e6-e960de5c6795,2013-11-02 00:00:00
24769,4122 Ruth Drive,,Fremont,9,94536,\xe6100000010cb12679fd86cc424057d23e6c91835ec0,8de45dec-a927-48ee-95e9-8d9b67e63e64,2013-07-30 00:00:00
24770,8526 Krueger Drive,,Metchosin,7,V9,\xe6100000010cba6ea7391e30484028ae93d71adb5ec0,f135bf9f-aa4d-46e3-893e-08c49a1d6ac5,2013-09-30 00:00:00
24771,"11, rue Saint Denis",,Drancy,179,93700,\xe6100000010cb4f81dbc987f48400a82857b13940340,6f19cfd4-8ba6-4cb1-9d42-4418ffbcd09b,2013-12-21 10:09:29.423
24772,7656 Ramsey Circle,,Chandler,6,85225,\xe6100000010c7f5032e460a3404017b75dc308ef5bc0,706a77a3-2e6e-4f7d-a8be-21c79b31e419,2013-04-21 00:00:00
24773,2324 Cherry Street,,Milsons Point,50,2061,\xe6100000010c87c6718120ee40c0194b598907e16240,86a03461-0a40-4400-b554-6dae520672fd,2013-09-16 00:00:00
24774,4895 Hickory Drive,,Glendale,9,91203,\xe6100000010cde6239220d1741409f7997630e975dc0,38cac84e-96eb-4e6f-95e2-5ff85483b34f,2013-08-08 00:00:00
24775,6898 Roxie Lane,,Newport Beach,9,92625,\xe6100000010ce997a7933bc8404037f9ceec41755dc0,0556d9fb-4e3c-4dcc-8366-78ee6e7a6ae5,2013-12-27 00:00:00
24776,6177 Golf Club Road,,El Cajon,9,92020,\xe6100000010c66c158f5c3654040e141a1c9dc405dc0,9f318924-1011-4f80-bf14-592a3ca78d44,2011-06-28 00:00:00
24777,1091 Bloching Circle,,Lemon Grove,9,91945,\xe6100000010cd414890101584040d9779dc244395dc0,f404dc03-d0ca-462c-88af-569f12d54da3,2013-06-22 00:00:00
24778,1439 N. Michell Canyon Road,,North Ryde,50,2113,\xe6100000010cc9a1ab0b4ee640c05ec6f949c3e36240,1d1294e6-c03b-4c13-8c72-87235c451258,2012-02-12 00:00:00
24779,7966 Oak Wood Court,,Metchosin,7,V9,\xe6100000010c45083528e12e4840e853fda3afdc5ec0,e70de2bf-d6f1-4e90-8a26-3e8c93f09546,2013-12-14 00:00:00
24780,5790 Amigo Ln.,,Cheltenham,14,GL50,\xe6100000010ca49e34b451ea4940b93671731f9b00c0,5fdbcd39-ce8f-4435-a365-043b82bbaeb8,2014-06-14 00:00:00
24781,"1994, rue des Pyrenees",,Orly,180,94310,\xe6100000010c37e85a3d9561484039c77d66c4260340,fb6379a8-9d24-4bdb-a755-5d75e853f5b1,2013-12-21 10:09:29.423
24782,5576 Westminster Pl.,,Coffs Harbour,50,2450,\xe6100000010c8e3303ca861b3ec0f0121af3721f6340,e0289fad-f92f-4d43-8eb9-c53e711a8d25,2014-01-09 00:00:00
24783,9800 St. George Dr,,Chula Vista,9,91910,\xe6100000010c88530bf1b44c404096ad0e8e1f3e5dc0,a9b4b821-9c1a-4ce7-8342-26dc57559f8f,2014-06-17 00:00:00
24784,3654 Alaska Dr.,,Haney,7,V2W 1W2,\xe6100000010cee32272eee9448402757db3036a75ec0,9d843e0f-2fa0-486c-8c6f-98a0ece16517,2013-10-14 00:00:00
24785,8321 Marina Lakes Dr.,,Melton,77,3337,\xe6100000010c7192b8bb9ccc42c0d2cef358450e6240,bd106779-f393-49c0-82ea-11f236398e46,2013-04-13 00:00:00
24786,3381 Paso Nogal,,Cloverdale,66,6105,\xe6100000010c1671ab44590140c01f8ecefdb0f45c40,ece4d80b-ac4c-4375-a8c5-43b48155cfd0,2013-09-15 00:00:00
24787,4367 Citrus Ave.,,Caloundra,64,4551,\xe6100000010c70c17d403ec53ac0fbab7620db276340,cc0d6cdd-63f9-4363-95da-3c8a49040830,2012-10-15 00:00:00
24788,Auf den Kuhlen StraÃÅ¸e 4666,,Salzgitter,19,38231,\xe6100000010c00000000000000000000000000000000,0f08d2d4-adea-48b5-a4af-c61376489b1e,2014-03-27 00:00:00
24789,3694 Sun View Court,,Marysville,79,98270,\xe6100000010ca40d55de700848404bba04ddf08e5ec0,4137524f-e389-4415-aae1-3afa15192bd8,2012-01-23 00:00:00
24790,8478 Logan Ct.,,St. Leonards,50,2065,\xe6100000010cdfa3769a2ced40c0faf134d911eb6240,f17f3140-2dcf-4590-8c61-e58f79ffac00,2011-10-15 00:00:00
24791,9088 Creed Ave,,Gold Coast,64,4217,\xe6100000010c2427ec63b7fd3bc0642692a11e296340,b4fe504b-a440-4ae6-87fa-1e740ec5c0a6,2013-12-09 00:00:00
24792,4681 Mt. Whitney,,Beverly Hills,9,90210,\xe6100000010c7780173643114140b2e4ee78f79f5dc0,02fd9904-3e53-42e9-b73f-3c9d8076d41c,2013-07-17 00:00:00
